Consolidated Item List,,,,,,,,Commodity Type,Item Count,Item Type,Item Count
SP1099KF-H,* HAYWARD STOCK BEING RETURNED,HAYWAR,HAY-INV,"10,253",0,Raw Materials & Metals,Raw Material,,,,
SP1099Z1A,SCREW PACK KIT- 30 PCS,ACCU-WO,600,"1,000",0,Hardware & Fittings,Kit,,,,
SP1099Z1-H,* HAYWARD STOCK BEING RETURNED,HAYWAR,HAY-INV,"12,347",0,Raw Materials & Metals,Raw Material,,,,
SP1500TC3-H,* HAYWARD STOCK BEING RETURNED,HAYWAR,HAY-INV,"1,933",0,Raw Materials & Metals,Raw Material,,,,
SP1500Y2-PP,#10-24 HEX NUT W/SERRATIONS,SHYAM,901-HAY,"29,450","230,000",Fasteners,Nut,,,,
SP1600Z5-H,* HAYWARD STOCK BEING RETURNED,HAYWAR,HAY-INV,131,0,Raw Materials & Metals,Raw Material,,,,
SP1600Z5SS-PP,1/4-10 X 1 SLOTTED HEX WSHR,FALCON,902-HAY,0,"45,000",Fasteners,Screw,,,,
SP2700Y1-PP,BRASS INSERT UNS 36000 1.35 OA,STMTAP,901-HAYEND,"3,100",0,Fasteners,Insert,,,,
SP2700Z1FC,PER PRINT SP2700Z1-TAB REV-E,STMTAP,902-HAY,100,"1,000",Miscellaneous/MRO,Custom / Print Part,,,,
SP2700Z1FC-H,* HAYWARD STOCK BEING RETURNED,HAYWAR,HAY-INV,55,0,Raw Materials & Metals,Raw Material,,,,
SP2700Z1-PP,BRASS INSERT PER PRINT,SHYAM,901-HAY,"76,310",0,Fasteners,Insert,,,,
SP3000Y2-REV-D,INSRT IMPL 7/16-20-UNF2B PRNT,STMTAP,901-HAY,"11,115","55,400",Miscellaneous/MRO,Custom / Print Part,,,,
SP3200Y1FC-PP,INSERT IMPELLER PER PRINT,STMTAP,902-HAY,8,"3,000",Fasteners,Insert,,,,
SP3200Z11-F-C38500,SPACER SEAL PLATE TRISTAR,DONG,901-HAYEND,"28,300",0,Hardware & Fittings,Seal / Gasket / O-Ring,,,,
SP3200Z11FC-PP,SPACER SEAL INSERT .340 ID,CORONT,902-HAY,900,0,Hardware & Fittings,Seal / Gasket / O-Ring,,,,
SP3200Z1FC-H,* HAYWARD STOCK BEING RETURNED,HAYWAR,HAY-INV,"3,965",0,Raw Materials & Metals,Raw Material,,,,
SP3200Z2FC-PP,INSERT-HOUSING SS PER PRINT,CORONT,902-HAY,244,"1,000",Fasteners,Insert,,,,
SP3200Z2-H,* HAYWARD STOCK BEING RETURNED,HAYWAR,HAY-INV,"1,600",0,Raw Materials & Metals,Raw Material,,,,
SP3200Z2-M-C38500,INSERT HOUSING TRISTAR 5/16-18,DONG,901-HAYEND,"7,500",0,Fasteners,Insert,,,,
SP3200Z34-PP,3/8-16 X 1 LARGE HEAD HEX,ACC-SP,902-HAY,"16,000",0,Fasteners,Bolt,,,,
SP3200Z34-PP-LP,3/8-16 X 1 LARGE HEAD HEX,WESTV,902-HAY,0,"4,000",Fasteners,Bolt,,,,
SP3200Z4XE,8-32 X 3/8 PHIL SERR HEX HEAD,ESSENCE,901-HAYEND,"207,206",0,Fasteners,Bolt,,,,
SP3200Z8FC-H,* HAYWARD STOCK BEING RETURNED,HAYWAR,HAY-INV,"4,000",0,Raw Materials & Metals,Raw Material,,,,
SP5500Y1-PP,3/8-16 BRASS INSERT .95 OA,SUNRISE,700,37,"50,000",Fasteners,Insert,,,,
SPDW006C0005BRTN-SP,6-32X5/16 SLOT PAN DBL WASHER,ACC-SP,700,180,0,Fasteners,Washer,,,,
SPDW006C0005STCY-SP,6-32 X 5/16 SPECIAL SLOT PAN,ACC-SP,801,10,0,Fasteners,Screw,,,,
SPHN004CNUTBRCG,4-40 SMALL PAT HEX NUT BRASS,ACC-SP,701,"1,000",0,Fasteners,Nut,,,,
SPHN004CNUTSS,4-40 SMALL PATTERN HEX NUT,STR,700,800,0,Fasteners,Nut,,,,
SPHN004CNUTSS NP180,4-40 SMALL PATTERN HEX NUT SS,ACC-SP,701,"104,140",0,Fasteners,Nut,,,,
SPHN006CNUTBRLCT,6-32 SMALL PATTERN HEX NUT,ACC-SP,701,"2,180",0,Fasteners,Nut,,,,
SPHN006CNUTST NI,6-32 SMALL PATT HEX M/S NUT,ACC-SP,701,920,0,Fasteners,Nut,,,,
SPHN006CNUTST ZI,6-32 SMALL PATT HEX M/S NUT,STELFA,704-RB,"807,250","7,735,000",Fasteners,Nut,,,,
SPHN008CNUTHBLTI-312,8-32 5/16 A.F.3/32 THICK 1/2,ACC-SP,801,"1,500",0,Hardware & Fittings,Hardware Component,,,,
SPHN010CSTNUT ZI,10-24 SMALL PATTERN HEX NUT,KAN,700,"5,000",0,Fasteners,Nut,,,,
SPHN010FNUTST-SPLNI,10-32 UNF-2B SMALL PATTERN NUT,ACC-SP,801,135,0,Fasteners,Nut,,,,
SPHN250FNUTSTLC,1/4-28 SMALL PATTERN HEX NUT,VNE,700,"3,465",0,Fasteners,Nut,,,,
SPIS004C0003STCY,4-40 X 3/16 SLT PAN INT SEMS,ACC-SP,701,"10,050",0,Fasteners,Screw,,,,
SPKN006CNUTST ZI,#6-32 1/4X3/32 SMALL PAT KEPS,HI-Q,700,0,"6,000",Fasteners,Nut,,,,
SPMS002C0003NY,2-56X3/16 SLOT PAN M/S NYLON,VIP,700,"3,835",0,Fasteners,Screw,,,,
SPMS002C0006NY,2-56 X 3/8 SLOT PAN M/S NYLON,VIP,700,"2,400",0,Fasteners,Screw,,,,
SPMS004C0005SS,4-40 X 5/16 SLOT PAN M/S,STR,704-ITTCON,"50,000","100,000",Fasteners,Screw,,,,
SPMS004C0006SS,4-40x3/8 SLOT PAN M/S,STR,700,"1,200",0,Fasteners,Screw,,,,
SPMS004C0012SS,4-40 X 3/4 SLOT PAN M/S 18-8 S,STR,700,"1,600",0,Fasteners,Screw,,,,
SPMS006C0004C12L14,6-32 X .260-.240 SLOT PAN M/S,VMG,800,200,0,Fasteners,Screw,,,,
SPMS006C0006SS,#6-32x3/8 SLOT PAN MS,STR,700,705,0,Fasteners,Screw,,,,
SPMS006C0008S1,#6-32x1/2 SLOT PAN MS 316 S.S.,STR,700,700,0,Fasteners,Screw,,,,
SPMS008C0004BR,8-32 X 1/4 SLOT PAN M/S BRASS,STR,700,"3,270",0,Fasteners,Screw,,,,
SPMS008C0004NY,#8-32x1/4 SLOT PAN MS NYLON,MPI,700,300,0,Fasteners,Screw,,,,
SPMS008C0010SS,#8-32x5/8 SLOT PAN MS,STR,700,"1,465",0,Fasteners,Screw,,,,
SPMS008C0026STZI,8-32X1-5/8 SLOT PAN MACHINE,KAN,700,288,0,Fasteners,Screw,,,,
SPMS010C0006SS,10-24 X 3/8 SLOT PAN MACHINE,BBS,700,"12,900",0,Fasteners,Screw,,,,
SPMS010C0006SSBR,10-24 X 3/8 SLOT PAN MACHINE,ACC-SP,701,500,0,Fasteners,Screw,,,,
SPMS010C0006STBRNI,10-24 X 3/8 SLOT PAN MS STEEL,ACC-SP,701,"1,926",0,Fasteners,Screw,,,,
SPMS010C0006STZI,10-24 X 3/8 SLOT PAN MS STEEL,BBS,700,"5,700",0,Fasteners,Screw,,,,
SPMS010C0008SS,#10-24x1/2 SLOT PAN MS,STR,700,500,0,Fasteners,Screw,,,,
SPMS010C0008STZI,10-24 X 1/2 SLOT PAN M/S STL,STELFA,700,"7,200",0,Fasteners,Screw,,,,
SPMS010F0004SS,#10-32x1/4 SLOT PAN MS,WSC,700,"1,019",0,Fasteners,Screw,,,,
SPMS010F0008NY,10-32 X 1/2 SLT PAN MS NYLON,VIP,700,"6,000",0,Fasteners,Screw,,,,
SPMS010F0010SS,#10-32x5/8 SLOT PAN MS,STR,700,500,0,Fasteners,Screw,,,,
SPMS030C016SSDL202,M3 X 16MM SLOT PAN HD MS,ACC-SP,701,500,0,Hardware & Fittings,Hardware Component,,,,
SPMS040C012  SSDL202,M4X12MM SLOT PAN HD M/S S/S,ACC-SP,701,800,0,Hardware & Fittings,Hardware Component,,,,
SPMS050C016SS,M5 X 16MM SLOT PAN M/S A2 S/S,BRIK,700,"1,582",0,Hardware & Fittings,Hardware Component,,,,
SPMS250C0004SSDL202,1/4-20X1/4 SLOT PAN HD M/S S/S,ACC-SP,701,350,0,Fasteners,Screw,,,,
SPMS250C0020SS,1/4-20 X 1-1/4 SLOT PAN MS,BBS,700,"5,140",0,Fasteners,Screw,,,,
SPN-14,SPN-14 RICHCO  HOSE CLAMP,ESSENTRA,700,"1,300",0,Hardware & Fittings,Hardware Component,,,,
SPP0625SS,1/16-27 HEX SOCKET PIPE PLUG,STR,700,500,0,Electrical & Wiring,Electrical Component,,,,
SPP125NPT.750AYZI,1/8-27 SOCKET PIPE PLUG,ACC-SP,801,"2,263",0,Electrical & Wiring,Electrical Component,,,,
SPP125NPTSS,1/8 NPT SOC PIPE PLUG S/S,STR,700,212,0,Electrical & Wiring,Electrical Component,,,,
SPP250NPTSS,1/4-18 NPT SOCKET PIPE PLUG,BBS,700,132,0,Electrical & Wiring,Electrical Component,,,,
SPP375PTFSTZY8LCTSTS,3/8-18PTF SOC PIPE PLG STL ZN,SEAWAY,800,"3,950","100,000",Hardware & Fittings,Hardware Component,,,,
SPPB1015,"BAG,10X15,LLDPE, CLEAR",HAYWAR,700,100,0,Packaging & Labeling,Packaging,,,,
SPPB5580PG65-H,* HAYWARD STOCK BEING RETURNED,HAYWAR,HAY-INV,"12,500",0,Raw Materials & Metals,Raw Material,,,,
SPPL013 0010SSS,13-9 X 5/8 SLT PAN PLT-30,LUCHU,901-HAYEND,"53,980",0,Fasteners,Screw,,,,
SPPMS008C0006SS,8-32 X 3/8 SPANNER PAN HD MS,TPS,700,500,0,Fasteners,Screw,,,,
SPPN001 0012ST,1/16 X 3/4 SPRING PIN PLAIN,PAC,700,250,0,Springs & Clips,Spring,,,,
SPPN002 0007S2,1/16X 7/16 420 S/S SPRING PIN,STR,700,230,0,Springs & Clips,Spring,,,,
SPPN002 0010S2,1/16X 5/8  420 S/S SPRING PIN,STR,700,"2,955",0,Springs & Clips,Spring,,,,
SPPN002 0016SS,1/16 X 1 SPRING PIN STAINLESS,STR,700,370,0,Springs & Clips,Spring,,,,
SPPN002 0016ST,1/16 X 1 SPRING PIN STEEL,PAC,700,500,0,Springs & Clips,Spring,,,,
SPPN003 0012ST,3/32X3/4 STEEL SPRING PIN,PAC,700,500,0,Springs & Clips,Spring,,,,
SPPN003 0014STZI,3/32 X 7/8 SLOT SPRING PIN,PAC,700,"2,000",0,Fasteners,Screw,,,,
SPPN003 0016ST,3/32 X 1 SPRING PIN PLAIN,PAC,700,500,0,Springs & Clips,Spring,,,,
SPPN003 0024ST,3/32X1 1/2 SPRING PIN PLAIN,PAC,700,500,0,Springs & Clips,Spring,,,,
SPPN005 0008SS302,5/64 X 1/2 SPRING PIN 302/304,PPROD,700,"40,000",0,Springs & Clips,Spring,,,,
SPPN006 0008SS18/8,3/32X1/2 302 S/S SPRING PIN,STR,700,500,0,Springs & Clips,Spring,,,,
SPPN006 0008SS18-8,3/16 X 1/2 SPRING PIN 18-8SS,STR,700,900,0,Springs & Clips,Spring,,,,
SPPN006 0010SS,3/16 X 5/8 SPRING PIN SS 18-8,FASTAR,700,"12,000",0,Springs & Clips,Spring,,,,
SPPN006 0012SS,3/16x3/4 STAINLESS STL SPRING,STR,700,350,0,Springs & Clips,Spring,,,,
SPPN006 0040SS,3/16 X 2 1/2 SPRING PIN 18-8,VC,800,"13,000",0,Springs & Clips,Spring,,,,
SPPN008 0006SS,1/8x3/8 STAINLESS STL SPRING,STR,700,100,0,Springs & Clips,Spring,,,,
SPPN008 0008SS18/8,1/8X1/2 18/8 S/S SPRING PIN,STR,700,300,0,Springs & Clips,Spring,,,,
SPPN008 0010SS18/8,1/8X5/8 ROLL PIN 18/8,ACC-SP,701,"24,020",0,Springs & Clips,Clip / Pin / Ring,,,,
SPPN008 0012SS,1/8x3/4 STAINLESS STL SPRING,STR,700,249,0,Springs & Clips,Spring,,,,
SPPN008 0012ST,1/8x3/4 PLAIN STL SPRING PIN,PAC,700,250,0,Springs & Clips,Spring,,,,
SPPN008 0014SS18/8BO,1/8X7/8 300 S/S ROLL PIN,ACC-SP,701,"3,009",0,Springs & Clips,Clip / Pin / Ring,,,,
SPPN008 0016SS,1/8 X 1 ROLL PIN 420 STAINLESS,STR,700,"6,500",0,Springs & Clips,Clip / Pin / Ring,,,,
SPPN008 0016SS18/8,1/8X1 302 S/S SPRING PIN,BRIK,700,945,0,Springs & Clips,Spring,,,,
SPPN008 0016ST,1/8x1 SPRING PIN STEEL PLAIN,PAC,700,250,0,Springs & Clips,Spring,,,,
SPPN008 0016STZI,1/8x1 STL SPRING PIN ZINC,PAC,700,150,0,Springs & Clips,Spring,,,,
SPPN008 0020SS18/8,1/8X1-1/4 18/8 S/S SPRING PIN,BRIK,700,800,0,Springs & Clips,Spring,,,,
SPPN008 0024ST,1/8x1-1/2 PLAIN STL SPRING PIN,PAC,700,250,0,Springs & Clips,Spring,,,,
SPPN008 0024STZI,1/8x1-1/2 STL SPRING PIN ZINC,PAC,700,600,0,Springs & Clips,Spring,,,,
SPPN008 0028STL ZI,1/8x1-3/4 SPRING PIN STL ZINC,PAC,700,25,0,Springs & Clips,Spring,,,,
SPPN012 0012SS,3/16 X 3/4 SPRING PIN 420SS,STR,700,300,0,Springs & Clips,Spring,,,,
SPPN012 0012SS18/8,3/16X3/4 302 S/S SPRING PIN,STR,700,"1,800",0,Springs & Clips,Spring,,,,
SPPN012 0012STZI,3/16x3/4 SPRING PIN STEEL ZINC,VC,700,"75,000","54,200",Springs & Clips,Spring,,,,
SPPN016 0016STZI,1/4 X 1 SPRING PIN STEEL ZINC,PAC,700,150,0,Springs & Clips,Spring,,,,
SPPN016 0020SS,1/4 X 1-1/4 SPRING PIN 420,STR,700,175,0,Springs & Clips,Spring,,,,
SPPN016 0020STZI,1/4 X 1 1/4 SPRING PIN STEEL,PAC,700,215,0,Springs & Clips,Spring,,,,
SPPN016 0032SS,1/4X2 SPRING PIN STAINLESS,STR,700,600,0,Springs & Clips,Spring,,,,
SPPN020 0064STZI,5/16 X 4 SPRING PIN STL ZINC,PAC,700,200,0,Springs & Clips,Spring,,,,
SPPN024 0012ST,3/8X3/4 CARBON STEEL SPRING /,FASTAR,700,150,0,Springs & Clips,Spring,,,,
SPR1002-PP,SPRING PER PRINT SPR1002 REV D,ADVANE,800,"1,000",0,Springs & Clips,Spring,,,,
SPRG356X500SS,SPRING ENCODER CHUNKY,STERL,800,"1,000",0,Springs & Clips,Spring,,,,
SPRG394X54017-7,.0394 5.40 17-7 3.5 ACT COIL,STERL,800,"1,500",0,Hardware & Fittings,Hardware Component,,,,
SPTS006 004SS  A,"#6 X 1/4 SLT PAN SMS ""A"" S/S",STR,700,250,0,Fasteners,Screw,,,,
SPTS006 012SS TY A,6 X 3/4 SLT PAN SMS SS TY A,BBS,700,95,0,Fasteners,Screw,,,,
SPTS013C0015SS-PASS,13-9 X 7/8 SLOT PAN PLT30,LUCHU,901-HAYEND,"379,418",0,Fasteners,Screw,,,,
SPXS008C0005SS,8-32 X 5/16 SLOT PAN EXTERNAL,KWOKTA,902-PHIL,"107,500",0,Fasteners,Screw,,,,
SPXS008C0005SS-7-PER,8-32 X 5/16 SLOT PAN EXTERNAL,WELLFL,901-PHIL,"32,218","50,000",Fasteners,Screw,,,,
SQDPP500NPT.600STZI,1/2-NPT SQUARE DRIVE PIPE PLUG,PIT,701,102,0,Electrical & Wiring,Electrical Component,,,,
SQHN008CNUTST ZI,#8-32 SQUARE M/S NUT STL ZINC,STELFA,700,"4,000",0,Fasteners,Nut,,,,
SQHN040CNUTCL5STZI,M4 SQUARE NUT STEEL ZINC,LM,700,"2,353",0,Fasteners,Nut,,,,
SQHN06CSPECBR-PP,M6-1.0 X 12.7 AF SPECIAL,WESTV,902-NAV,0,"50,000",Fasteners,Screw,,,,
SQHN250BRNI-SP,1/4-20 SQ NUT BRASS NI.,SHYAM,901-HAY,"96,310","150,000",Fasteners,Nut,,,,
SQHN250CNUTSS,1/4-20 SQUARE MACHINE SCREW,BBS,700,"1,000",0,Fasteners,Screw,,,,
SQHN250CNUTSS-REG,1/4-20 REGULAR SQUARE NUT,STR,700,"10,520",0,Fasteners,Nut,,,,
SQHN312CNUTSS-SP,5/16-18 SQUARE NUT PER PRINT,GOFAST,901-HAY,"90,000",0,Fasteners,Nut,,,,
SQHN375CNUTSS,3/8-16 SQUARE NUT 5/8 AF 18-8,LUCHU,700,800,0,Fasteners,Nut,,,,
SQHN750CNUTPL STL,3/4-10 SQUARE NUT PLN STL,STELFA,700,"4,900",0,Fasteners,Nut,,,,
SQPTK006 0006SS,#6 X 3/8 SQUARE PAN TEK SCREW,STR,700,"1,250",0,Fasteners,Screw,,,,
SQPTS008 0012STZI3 A,#8 X 3/4 SQUARE DRIVE PAN TYPE,BBS,700,"3,000",0,Fasteners,Screw,,,,
SRCC-1,CLAMP NYLON  .701 INCH O.C.,ESSENTRA,700,32,0,Hardware & Fittings,Hardware Component,,,,
SRH-3545,SRH-3545 RICHCO,LEEJOH,700,"3,000",0,Hardware & Fittings,Hardware Component,,,,
SRMS004C0006NY,#4-40 X 3/8 SLOTTED ROUND HEAD,ESSENTRA,700,0,"3,000",Fasteners,Screw,,,,
SRMS005C0032SS,5-40 X 2  SLOTTED  ROUND M/S,STR,700,5,"1,000",Fasteners,Screw,,,,
SRMS006C0004BRLT010,#6-32x1/4 SLOT RD M/S BRASS,ACC-SP,701,488,0,Fasteners,Screw,,,,
SRMS006C0006S1,#6-32 X 3/8 SLOTTED ROUND HEAD,STR,700,25,0,Fasteners,Screw,,,,
SRMS006C0010STNI,6-32 X 5/8 SLOT RND M/S STL,ACC-SP,701,"30,390",0,Fasteners,Screw,,,,
SRMS006C0040STZI,6-32 X 2 1/2 SLOT RND M/S STL,KAN,700,940,0,Fasteners,Screw,,,,
SRMS008C0004BR,#8-32x1/4 SLOT RD M/S BRASS,STANDF,700,700,0,Fasteners,Screw,,,,
SRMS008C0004BRLT010,8-32X1/4 SLOT RND MS BRASS,ACC-SP,701,"1,880",0,Fasteners,Screw,,,,
SRMS008C0012SS,8-32 X 3/4 SLOT ROUND M/S S/S,STR,700,200,0,Fasteners,Screw,,,,
SRMS008C0028STZI,8-32 X 1 3/4 SLOT RD HD M/S ZI,STELFA,700,"12,232",0,Fasteners,Screw,,,,
SRMS010F0004STZI,10-32X1/4 SLOT ROUND HD M/S,BBS,700,"1,500",0,Fasteners,Screw,,,,
SRMS010F0010SS,10-32 X 5/8 SLOT ROUND HEAD,BRIK,700,"1,000",0,Fasteners,Screw,,,,
SRMS010F0012STZI,#10-32x3/4 SLOT RD M/S STEEL,BBS,700,"5,374",0,Fasteners,Screw,,,,
SRMS312C0020SS,5/16-18 X 1-1/4 SLOTTED ROUND,WSC,700,204,0,Fasteners,Screw,,,,
SRS6-6-01,SRS6-6-01 RICHCO,ALLELE,704-FEND,"13,400","36,000",Hardware & Fittings,Hardware Component,,,,
SRS8-8-01,SELF RETAINING SPACER #8 SCREW,LEEJOH,700,"3,000",0,Fasteners,Screw,,,,
SRTS003 006STNI A,3 X 3/8 SLOT ROUND SMS TYPE A,USF,700,"2,700",0,Fasteners,Screw,,,,
SRWS003 0016STNI,3 X 1 SLOT ROUND WOOD SCREW,KWOKTA,901-FEND,"65,840",0,Fasteners,Screw,,,,
SS/41SD,**CELUS ONLY CELUS ONLY ** #,EDSON,800,795,0,Hardware & Fittings,Hardware Component,,,,
SS1624-18,SPACER 3/4 OD 1/2 ID 1 1/8,SYMMCO,700,164,0,Fasteners,Spacer / Standoff,,,,
SS-1624-20,.500 ID X .750 OD X 1.25 L.,SYMMCO,700,880,120,Hardware & Fittings,Hardware Component,,,,
SS1624-32,SS1624-32 SYMCO SINTERED,SYMMCO,700,0,221,Hardware & Fittings,Hardware Component,,,,
SS2028-8,SS2028-8 SYMMCO SINTERED,SYMMCO,700,300,0,Hardware & Fittings,Hardware Component,,,,
SS-2977,17/32 X 1 X 1/16 FLAT WASHER,BBS,700,"3,400",0,Fasteners,Washer,,,,
SS-3204-440-12,4-40 X .250 ROUND X .375 LG,FASCOM,700,250,0,Fasteners,Screw,,,,
SS-3205-632-12,6-32 X .250OD X .438L ROUND,FASCOM,700,100,0,Fasteners,Screw,,,,
SS3446-00,10-32 X 3/4 SLOT KNURLED PANEL,FASCOM,700,400,0,Fasteners,Screw,,,,
SS3853-01,SS3853-01  LYN   8-32 X 1,FASCOM,700,200,0,Fasteners,Screw,,,,
SS-3906-632-12,1/4 HEX STANDOFF 6-32 THRD,STR,700,"2,000",0,Fasteners,Spacer / Standoff,,,,
SS43DX,#43 RIVET 1/8 DIAMETER,EDSON,700,"10,400",0,Fasteners,Rivet,,,,
SS5170-14.0-00,M/F STANDOFF 4.5 HEX M3 X 14,FASCOM,700,100,0,Fasteners,Spacer / Standoff,,,,
SS6341-08-0.187-00,1/4 RNDx #8 ID X 3/16 LENGTH,FASCOM,700,0,"2,000",Hardware & Fittings,Hardware Component,,,,
SS6950-0440-0.562-00,3/16 HEX X 4-40 THRD X 9/16L,HI-Q,700,750,0,Hardware & Fittings,Hardware Component,,,,
SS6952-0632-0.250-00,6-32 X1/4 5/16 HEX F/F,FASCOM,700,75,125,Fasteners,Bolt,,,,
SS6979-0.187-00,SS6979-0.187-00 LYNTRON OR,HI-Q,700,"2,000",0,Hardware & Fittings,Hardware Component,,,,
SS6979-0.500-01,3/16 HEX M/F STANDOFF 4-40,HI-Q,700,550,0,Fasteners,Spacer / Standoff,,,,
SS6979-0.625-01,SS6979-0.625-01,HI-Q,700,500,0,Hardware & Fittings,Hardware Component,,,,
SS6979-1.500-01,3/16 HEX 4-40 THREAD 1.50,FASCOM,700,15,0,Hardware & Fittings,Hardware Component,,,,
SS6982-0.750-00,1/4 HEX X 3/4 LENGHT 8-32 M/F,HI-Q,800,55,0,Hardware & Fittings,Hardware Component,,,,
SSB-4-4-SS,1/8 (.188-.250) X .375 DOME,BBS,700,"22,000",0,Hardware & Fittings,Hardware Component,,,,
SSB6-4S,"3/16"" DOME HEAD RIVET .126-.25",HRC,700,"9,000",0,Fasteners,Rivet,,,,
SSD-32SSBS,SSD-32SSBS 3/32 ALL STAINLESS,EDSON,700,"1,000",0,Hardware & Fittings,Hardware Component,,,,
SSD43SSH,SSD43SSH.125 CLOSE END,JCS,700,"1,300",0,Hardware & Fittings,Hardware Component,,,,
SSDP003 0004S1,3/32 X 1/4 DOWEL 316 STAINLESS,BBS,700,300,0,Fasteners,Screw,,,,
SSDP003 0006SS,3/32 X 3/8 STAINLESS DOWEL PIN,STR,700,"4,700",0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP003 0012S1,3/32 X 3/4 DOWEL PIN STAINLESS,BBS,700,500,0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP003 0016SS,3/32 X 1 DOWEL PIN S/S,STR,700,660,0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP004 0003SS,1/8 X 3/16 DOWEL PIN S/S,STR,700,200,0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP004 0006SS,1/8 x 3/8 STAINLESS DOWEL PIN,STR,700,"1,957",0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP004 0008SS,1/8 X 1/2 DOWEL S/S,STR,700,"1,900",0,Fasteners,Screw,,,,
SSDP004 0010S1,1/8x5/8 316 STAINLESS DOWEL,STR,700,100,0,Fasteners,Screw,,,,
SSDP004 0014SS,1/8 X 7/8 STAINLESS DOWEL PIN,PPROD,700,"3,163",0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP004 0020SS,1/8 X 1-1/4 STAINLESS DOWEL,STR,700,790,0,Fasteners,Screw,,,,
SSDP006 0040SS,3/16X2-1/2 DOWEL PIN STAINLESS,STR,700,150,0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP008 0016SS,1/4X1 DOWEL PIN STAINLESS,STR,700,300,0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP010 60SS,M10 X 60MM DOWEL PIN,GLHUYE,800,432,0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP060 018SS,M6 X 18MM DOWEL PIN STAINLESS,BRIK,700,"10,365",0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP0625X1250,1/16 X 1 1/4 DOWEL PIN S/S,SSI,700,"4,500",0,Springs & Clips,Clip / Pin / Ring,,,,
SSDP250 0010SS,1/4 X 5/8 DOWEL PIN STAINLESS,STR,700,"1,650",0,Springs & Clips,Clip / Pin / Ring,,,,
SSL0.50SV50,"SLEEVING 1/2"" X 50' SILVER",DIGIKE,602,858,0,Fasteners,Screw,,,,
SSSS012 016AYBZ3,M12 X 16MM SOC SHOULDER SCREW,ACC-SP,701,295,0,Fasteners,Screw,,,,
SSSS030 0100SS,M3 X 10MM SOC SHLDR SCRW,BBS,700,200,"1,100",Fasteners,Screw,,,,
SSSS080 0006SSBZNP,M8X6 SOCKET SHOULDER SCREW,ACC-SP,702,400,0,Fasteners,Screw,,,,
SSSS187 0004SS,3/16 X 1/4 SOC SHOULDER BOLT,ALPHA,700,600,0,Fasteners,Bolt,,,,
SSSS250 0040SS,1/4 X 2-1/2 SOC SHOULDER SCREW,BBS,700,0,"3,960",Fasteners,Screw,,,,
SSSS250C0006SS,1/4 X 3/8 SOC SHOULDER BOLT,BRIK,700,"1,000",0,Fasteners,Bolt,,,,
SSSS250F0004AY,1/4 X 1/4 SOC SHLDR SCREW AY,STELFA,700,0,"3,000",Fasteners,Screw,,,,
SSSS312 0007AY,5/16 X 7/16 SOCKET SHOULDER,RMCI,700,0,400,Fasteners,Screw,,,,
SSSS312 0012AY,5/16 X 3/4 SOC SHOULDER SCREW,LM,700,200,0,Fasteners,Screw,,,,
SSSS375 0006SS,3/8X3/8 SOC SHLD BOLT,BRIK,700,"1,000",0,Fasteners,Bolt,,,,
SSSS375 0036AY,3/8X2-1/4 SOC SHLD SCREW,FITFAST,700,200,0,Fasteners,Screw,,,,
SSSS375 0056SS,3/8X3-1/2 SOC SHLD SCREW,BRIK,700,50,0,Fasteners,Screw,,,,
SSSS375 0080SS,3/8 X 5  SOC SHLD BOLT,BBS,700,11,0,Fasteners,Bolt,,,,
SSSS500 0020AYNP,1/2 X 1 1/4 SOC SHOULDER SCREW,ACC-SP,701,773,0,Fasteners,Screw,,,,
SSSS500 0036AY,1/2 X 2-1/4 SOC SHOULDER SCREW,BBS,700,25,0,Fasteners,Screw,,,,
SSSS750 0072AY,3/4 X 4-1/2 SOC SHOULDER SCREW,BBS,700,0,20,Fasteners,Screw,,,,
ST6951-0632-1.250-34,1/4 HEX 6-32 THREAD 1-1/4 LONG,FASCOM,700,"1,000",0,Hardware & Fittings,Hardware Component,,,,
ST6955-2520-.0625-34,1/4-20THRD 1/2HX 5/8L FF STNDF,LYN,800,483,0,Hardware & Fittings,Hardware Component,,,,
ST6982-0.437-34,1/4 HEX 8-32 THREAD 7/16 LONG,HI-Q,700,500,0,Hardware & Fittings,Hardware Component,,,,
ST6982-0.750-34,1/4 HEX 8-32 THREAD 3/4 LONG,FASCOM,700,"1,500",0,Hardware & Fittings,Hardware Component,,,,
ST9414-36,4-40 X 7/16 JACK SCREW STEEL,HI-Q,700,100,0,Fasteners,Screw,,,,
ST9424-34,SCREW LOCK KIT 4-40 X 7/16,FASCOM,800,500,0,Hardware & Fittings,Kit,,,,
STB2-37500F50,3/8 X 5 WEDGE ANCHOR,SIMPSON,700,50,0,Fasteners,Anchor,,,,
STMS250C0018SSSP,1/4-20X 1-1/8 SLOT TRUSS MACH,ESC,700,200,0,Fasteners,Screw,,,,
